customer_id,number_of_visits,product_views,cart_additions,checkout_started,previous_purchases,average_order_value,days_since_last_activity,customer_value,discount_used,email_engagement,session_duration,potential_lost_sale,recovered,recovery_probability_true
CUST-1617,6,9,1,1,6,200.91,1,High,0,0.25,933.4,1,1,0.889
CUST-1618,1,8,6,1,0,84.98,3,Low,0,0.19,726.6,1,0,0.406
CUST-1619,6,20,6,0,1,98.1,24,Low,0,0.69,2080.8,1,0,0.332
CUST-1620,4,4,1,1,0,148.65,3,Low,0,0.12,594.7,1,0,0.373
CUST-1621,3,6,4,1,1,178.07,4,Medium,0,0.38,717.2,0,0,0.815
CUST-1622,3,4,2,1,2,243.8,7,Medium,0,0.37,592.6,1,1,0.75
CUST-1623,5,16,4,1,2,281.12,7,High,1,0.37,1302.4,0,0,0.9
CUST-1624,13,28,13,1,2,119.79,18,Medium,0,0.57,2527.8,1,1,0.545
CUST-1625,2,4,4,1,8,136.94,12,High,0,0.24,404.6,1,1,0.677
CUST-1626,14,28,6,1,2,159.02,10,Medium,0,0.32,3448.3,1,1,0.655
CUST-1627,10,41,18,0,4,134.2,19,High,0,0.46,2182.3,0,0,0.584
CUST-1628,7,16,5,0,2,119.21,2,Medium,1,0.45,1205.6,1,1,0.921
CUST-1629,6,25,9,0,1,105.89,6,Low,0,0.66,1816.2,1,1,0.802
CUST-1630,8,36,17,1,0,179.16,14,Low,0,0.19,2838.0,1,0,0.154
CUST-1631,8,10,6,1,0,244.65,6,Low,0,0.52,1214.8,1,1,0.48
CUST-1632,3,6,1,0,4,63.34,23,Medium,1,0.38,467.9,1,0,0.45
CUST-1633,7,16,4,1,4,123.69,1,Medium,1,0.46,1960.6,1,1,0.931
CUST-1634,11,36,9,0,0,64.08,4,Low,0,0.32,2794.1,1,1,0.44
CUST-1635,5,10,4,1,0,174.42,23,Low,0,0.58,1252.0,1,0,0.119
CUST-1636,12,16,2,1,0,97.01,3,Low,0,0.31,1384.5,1,0,0.465
CUST-1637,4,10,3,0,2,229.55,9,Medium,0,0.54,811.4,1,1,0.769
CUST-1638,8,10,1,0,1,128.06,1,Low,0,0.5,873.6,1,1,0.843
CUST-1639,3,7,2,0,0,175.45,8,Low,1,0.31,598.3,1,1,0.465
CUST-1640,11,35,7,0,2,91.52,17,Medium,0,0.78,2422.0,1,1,0.673
CUST-1641,6,13,6,1,1,145.92,3,Low,1,0.49,1009.3,1,1,0.883
CUST-1642,8,25,7,1,5,145.19,1,High,0,0.23,1555.7,1,0,0.885
CUST-1643,13,39,12,0,5,163.54,1,High,1,0.43,2810.4,1,1,0.954
CUST-1644,3,9,5,1,1,102.53,14,Low,0,0.23,966.9,1,0,0.397
CUST-1645,5,20,8,1,4,220.64,8,High,0,0.53,1635.3,1,1,0.858
CUST-1646,12,38,11,1,0,159.29,1,Low,1,0.62,3877.5,1,1,0.789
CUST-1647,7,8,1,1,0,239.37,1,Low,0,0.22,1078.2,1,1,0.48
CUST-1648,4,4,2,1,2,68.0,10,Low,0,0.08,357.3,1,0,0.44
CUST-1649,7,22,7,1,2,146.48,10,Medium,1,0.08,1911.3,1,1,0.681
CUST-1650,9,38,15,0,5,125.86,1,High,0,0.72,2320.2,0,0,0.953
CUST-1651,13,26,9,0,7,283.95,3,High,0,0.41,2042.4,0,0,0.897
CUST-1652,5,17,5,1,5,180.97,10,High,1,0.46,1798.4,1,1,0.883
CUST-1653,2,5,2,1,1,135.17,5,Low,1,0.32,421.9,1,1,0.808
CUST-1654,3,4,2,1,1,176.07,19,Medium,1,0.26,388.9,1,1,0.51
CUST-1655,9,23,11,1,3,112.17,4,Medium,0,0.1,1825.6,1,1,0.715
CUST-1656,1,3,0,0,8,166.44,7,High,1,0.7,477.6,1,1,0.946
CUST-1657,6,20,7,1,1,354.76,5,Medium,1,0.17,1941.6,1,1,0.823
CUST-1658,4,12,1,1,2,105.4,18,Medium,1,0.45,1525.5,1,0,0.632
CUST-1659,2,6,2,1,0,145.39,4,Low,1,0.64,835.2,0,0,0.731
CUST-1660,3,12,6,1,0,95.28,2,Low,0,0.31,740.9,1,1,0.495
CUST-1661,7,31,10,1,0,87.71,3,Low,0,0.21,1590.5,1,1,0.416
CUST-1662,4,20,10,1,5,201.85,12,High,1,0.54,1621.7,1,1,0.874
CUST-1663,5,19,7,1,2,78.02,5,Medium,1,0.27,1766.2,1,0,0.851
CUST-1664,4,17,9,1,0,165.29,3,Low,0,0.19,1454.7,1,1,0.406
CUST-1665,4,10,5,0,0,196.34,5,Low,1,0.19,612.5,1,1,0.495
CUST-1666,5,17,4,1,2,114.32,1,Medium,1,0.26,989.3,0,0,0.9
CUST-1667,7,8,2,0,4,235.63,1,High,1,0.1,467.1,0,0,0.915
CUST-1668,4,15,5,1,1,226.38,2,Medium,1,0.05,1704.5,1,0,0.84
CUST-1669,8,19,5,0,2,114.03,6,Medium,1,0.08,2324.1,0,0,0.776
CUST-1670,8,34,12,1,1,72.22,8,Low,1,0.38,1987.8,1,0,0.769
CUST-1671,12,37,13,0,0,170.97,11,Low,1,0.05,2382.0,1,0,0.265
CUST-1672,7,31,15,1,1,133.3,16,Low,0,0.05,1670.2,1,0,0.265
CUST-1673,3,9,3,0,6,149.3,4,High,0,0.31,1156.9,0,0,0.863
CUST-1674,8,19,8,1,4,170.16,9,High,0,0.57,2346.0,1,1,0.853
CUST-1675,6,20,10,1,2,65.97,1,Low,0,0.34,1355.5,1,0,0.796
CUST-1676,6,25,12,0,0,111.11,1,Low,0,0.3,1778.5,0,0,0.52
CUST-1677,7,31,9,1,5,270.68,1,High,1,0.22,2386.7,1,1,0.932
CUST-1678,9,21,7,0,0,151.35,4,Low,1,0.4,1877.2,1,1,0.627
CUST-1679,14,44,14,1,3,175.26,2,High,0,0.46,4348.6,1,1,0.915
CUST-1680,9,12,4,1,1,145.59,3,Low,1,0.53,1045.7,1,1,0.891
CUST-1681,7,23,7,0,0,172.96,7,Low,0,0.32,2826.0,1,1,0.354
CUST-1682,2,5,3,1,5,224.27,3,High,0,0.49,338.6,1,1,0.911
CUST-1683,5,8,3,1,1,49.83,5,Low,1,0.03,984.9,1,1,0.703
CUST-1684,6,13,5,0,1,190.64,4,Medium,0,0.06,1038.3,1,1,0.698
CUST-1685,8,26,14,0,5,134.16,2,High,1,0.48,1975.8,0,0,0.953
CUST-1686,6,8,1,0,1,205.17,1,Medium,0,0.3,847.2,0,0,0.843
CUST-1687,13,30,10,1,0,116.16,2,Low,0,0.46,3490.7,1,0,0.57
CUST-1688,2,9,4,1,3,114.05,1,Medium,1,0.17,954.7,1,1,0.883
CUST-1689,5,6,1,1,0,76.54,6,Low,0,0.45,672.8,1,0,0.445
CUST-1690,6,8,3,1,0,135.76,10,Low,1,0.69,933.0,1,1,0.594
CUST-1691,6,15,4,0,5,74.15,3,Medium,0,0.36,1155.9,0,0,0.826
CUST-1692,7,29,13,1,0,130.41,3,Low,0,0.45,3069.2,1,1,0.535
CUST-1693,9,10,3,1,0,149.21,11,Low,1,0.4,1164.7,1,1,0.421
CUST-1694,5,12,3,1,0,98.83,2,Low,1,0.19,1172.3,1,1,0.584
CUST-1695,10,11,4,0,1,62.29,1,Low,0,0.32,1104.9,1,0,0.789
CUST-1696,9,11,2,0,2,54.75,5,Low,0,0.1,1186.3,1,1,0.599
CUST-1697,6,8,2,1,1,85.76,7,Low,1,0.8,968.4,1,0,0.897
CUST-1698,13,53,18,1,2,52.75,6,Low,0,0.52,3767.1,1,1,0.754
CUST-1699,2,7,2,0,2,147.41,8,Medium,0,0.48,783.8,0,0,0.769
CUST-1700,15,47,17,1,3,359.26,1,High,1,0.4,5113.2,1,1,0.952
CUST-1701,9,37,14,1,7,75.87,4,High,0,0.82,2417.7,1,1,0.946
CUST-1702,5,22,8,1,0,398.87,2,Low,0,0.04,2316.7,1,0,0.364
CUST-1703,6,14,6,1,7,144.91,9,High,0,0.14,919.7,1,0,0.711
CUST-1704,6,9,2,1,1,158.48,13,Medium,1,0.62,516.9,1,1,0.815
CUST-1705,10,43,11,0,3,64.24,2,Medium,0,0.59,3948.7,1,1,0.895
CUST-1706,10,22,9,1,6,150.43,1,High,1,0.34,2531.7,1,0,0.946
CUST-1707,6,22,10,1,1,107.92,2,Low,0,0.75,1106.9,1,1,0.887
CUST-1708,13,43,13,0,8,262.94,1,High,0,0.48,4672.0,1,1,0.927
CUST-1709,5,16,5,0,0,54.78,3,Low,0,0.85,1507.1,1,1,0.719
CUST-1710,8,27,9,1,3,108.82,5,Medium,0,0.63,3050.8,1,1,0.865
CUST-1711,3,7,3,1,0,92.89,22,Low,0,0.46,863.1,1,0,0.107
CUST-1712,1,1,1,1,1,161.44,4,Medium,0,0.31,256.1,1,1,0.792
CUST-1713,19,41,9,1,2,39.57,2,Low,1,0.59,4334.7,1,1,0.912
CUST-1714,3,6,3,1,2,259.26,2,High,1,0.2,805.6,0,0,0.921
CUST-1715,12,36,8,1,2,158.58,2,Medium,0,0.25,2198.2,1,1,0.812
CUST-1716,5,20,7,1,2,153.67,2,Medium,1,0.35,1531.6,1,1,0.906
CUST-1717,4,20,9,1,1,77.69,9,Low,1,0.66,1413.3,1,1,0.838
CUST-1718,3,13,4,1,1,195.25,1,Medium,0,0.49,1399.1,0,0,0.887
CUST-1719,2,6,1,1,3,186.4,36,High,0,0.55,426.3,1,1,0.179
CUST-1720,22,68,32,1,1,233.42,5,Medium,1,0.55,4158.8,1,1,0.909
CUST-1721,9,20,10,1,1,120.03,5,Low,0,0.65,2351.1,0,0,0.818
CUST-1722,3,15,7,1,0,62.0,3,Low,0,0.38,1592.3,1,0,0.5
CUST-1723,4,6,2,1,0,100.81,8,Low,0,0.52,807.6,1,0,0.421
CUST-1724,3,14,3,1,2,208.59,4,Medium,0,0.45,890.4,0,0,0.835
CUST-1725,2,4,3,1,2,109.21,3,Medium,1,0.61,353.6,1,1,0.935
CUST-1726,5,18,6,1,3,311.37,2,High,1,0.35,1270.1,1,1,0.94
CUST-1727,5,12,6,0,2,197.38,16,Medium,0,0.28,662.4,0,0,0.46
CUST-1728,13,41,13,0,1,291.79,3,Medium,1,0.1,2752.6,1,1,0.838
CUST-1729,4,13,4,1,1,112.04,4,Low,0,0.31,1050.7,1,0,0.719
CUST-1730,1,4,4,0,7,167.92,3,High,1,0.25,351.0,0,0,0.92
CUST-1731,6,25,9,1,2,86.11,1,Medium,0,0.42,2241.8,1,1,0.872
CUST-1732,7,17,4,1,6,202.13,2,High,0,0.1,1293.2,1,1,0.84
CUST-1733,2,9,2,0,2,173.62,2,Medium,0,0.1,591.8,1,1,0.761
CUST-1734,10,24,8,1,1,192.37,8,Medium,0,0.21,2469.8,1,1,0.659
CUST-1735,4,6,0,0,1,116.8,4,Low,0,0.77,654.7,0,0,0.865
CUST-1736,3,4,1,1,2,147.64,10,Medium,0,0.29,581.3,1,1,0.641
CUST-1737,3,7,2,1,4,144.12,8,High,0,0.39,698.6,1,1,0.821
CUST-1738,15,33,14,1,3,117.06,2,Medium,0,0.67,3962.5,1,1,0.909
CUST-1739,7,16,5,1,4,151.68,5,High,1,0.39,1903.3,1,1,0.923
CUST-1740,15,30,16,1,0,163.72,9,Low,0,0.42,2643.9,1,0,0.345
CUST-1741,5,18,4,1,1,177.27,7,Medium,1,0.22,1566.0,1,0,0.802
CUST-1742,10,41,15,1,1,115.74,6,Low,1,0.74,1960.7,1,1,0.897
CUST-1743,9,27,6,0,4,197.23,9,High,0,0.27,2768.3,1,1,0.761
CUST-1744,1,10,4,0,2,191.46,1,Medium,0,0.27,1036.2,0,0,0.835
CUST-1745,12,49,26,1,0,178.81,8,Low,1,0.48,5682.8,1,1,0.55
CUST-1746,3,16,7,1,3,204.14,2,High,0,0.56,1473.1,1,1,0.93
CUST-1747,4,15,5,0,0,128.45,6,Low,1,0.33,1846.2,0,0,0.535
CUST-1748,12,27,9,1,1,80.41,2,Low,1,0.19,2978.5,1,1,0.823
CUST-1749,1,6,3,1,5,191.81,11,High,0,0.28,827.8,1,0,0.719
CUST-1750,7,24,12,1,3,106.52,4,Medium,0,0.38,1794.9,1,1,0.815
CUST-1751,2,9,7,0,4,63.63,7,Medium,0,0.49,567.4,0,0,0.792
CUST-1752,19,19,6,1,2,107.89,10,Medium,1,0.23,2043.0,1,1,0.743
CUST-1753,6,7,5,1,1,150.16,14,Medium,1,0.96,779.6,1,1,0.885
CUST-1754,18,55,16,1,2,250.06,8,High,1,0.79,3520.2,1,0,0.949
CUST-1755,2,8,2,1,2,164.36,1,Medium,0,0.35,952.9,1,1,0.856
CUST-1756,6,19,4,1,0,203.59,12,Low,0,0.18,1802.1,1,0,0.185
CUST-1757,3,12,3,1,0,189.93,6,Low,0,0.16,716.9,1,1,0.31
CUST-1758,3,6,3,1,1,160.81,6,Medium,1,0.76,590.8,1,0,0.931
CUST-1759,5,20,9,1,1,123.83,16,Low,0,0.59,2340.1,1,0,0.515
CUST-1760,8,10,5,1,2,85.96,2,Medium,0,0.1,1009.6,1,1,0.761
CUST-1761,9,10,4,0,1,328.8,2,Medium,1,0.57,1184.8,1,1,0.937
CUST-1762,13,17,6,0,4,109.26,5,Medium,0,0.22,925.1,0,0,0.739
CUST-1763,3,9,4,1,1,122.74,9,Low,0,0.21,1014.6,1,0,0.535
CUST-1764,3,14,4,1,3,132.6,4,Medium,0,0.54,1729.8,1,1,0.858
CUST-1765,4,12,6,1,3,107.96,7,Medium,0,0.32,1058.2,1,1,0.731
CUST-1766,2,4,2,1,2,174.91,4,Medium,1,0.72,345.3,1,0,0.94
CUST-1767,12,52,20,0,11,108.83,6,High,0,0.63,4974.4,0,0,0.904
CUST-1768,7,8,3,1,0,121.48,11,Low,0,0.44,950.3,1,0,0.302
CUST-1769,14,30,14,1,3,105.02,2,Medium,0,0.11,1788.9,1,1,0.765
CUST-1770,6,24,7,0,1,120.28,8,Low,0,0.34,1920.8,1,0,0.627
CUST-1771,11,35,11,0,1,78.61,10,Low,0,0.22,2153.2,1,0,0.51
CUST-1772,2,8,4,1,0,70.03,4,Low,0,0.3,825.1,0,0,0.43
CUST-1773,13,17,6,1,5,274.02,3,High,0,0.59,1485.7,1,0,0.926
CUST-1774,13,14,7,1,0,204.09,1,Low,0,0.38,1667.5,0,0,0.56
CUST-1775,6,29,9,0,0,254.64,10,Low,1,0.29,2319.7,1,0,0.397
CUST-1776,9,19,6,0,0,264.93,3,Low,0,0.28,1820.2,1,1,0.45
CUST-1777,17,17,8,1,1,91.16,3,Low,1,0.17,2066.9,1,1,0.799
CUST-1778,6,27,9,1,0,249.66,3,Low,0,0.25,2024.9,1,0,0.435
CUST-1779,2,5,2,1,2,219.96,5,Medium,0,0.44,609.5,1,1,0.815
CUST-1780,2,5,1,1,1,119.82,8,Low,1,0.59,569.0,1,1,0.835
CUST-1781,4,8,2,1,1,163.64,9,Medium,0,0.25,599.2,1,1,0.65
CUST-1782,8,32,12,1,3,200.98,3,High,0,0.54,1871.5,1,1,0.918
CUST-1783,7,8,1,1,2,181.93,7,Medium,0,0.36,783.6,1,1,0.746
CUST-1784,6,20,10,0,0,133.06,8,Low,0,0.66,1470.6,1,1,0.49
CUST-1785,16,33,14,1,1,151.17,3,Medium,0,0.49,2285.4,1,1,0.861
CUST-1786,8,20,5,1,0,172.21,1,Low,0,0.4,2497.0,0,0,0.57
CUST-1787,18,55,21,1,5,118.16,14,High,1,0.5,4588.3,1,0,0.835
CUST-1788,4,20,8,0,0,180.64,7,Low,1,0.55,2350.7,1,0,0.613
CUST-1789,4,12,3,1,1,100.87,7,Low,1,0.36,824.1,1,1,0.782
CUST-1790,5,15,4,0,2,253.27,1,High,0,0.83,1897.5,1,1,0.962
CUST-1791,10,22,7,1,1,215.41,11,Medium,0,0.19,2466.1,1,0,0.565
CUST-1792,8,36,14,0,1,202.83,6,Medium,1,0.45,3863.0,1,1,0.879
CUST-1793,13,17,7,0,4,167.01,12,High,0,0.53,1349.0,0,0,0.789
CUST-1794,3,10,4,1,1,156.04,23,Medium,1,0.55,864.4,1,1,0.535
CUST-1795,11,36,15,0,5,219.04,19,High,0,0.15,3368.3,1,0,0.43
CUST-1796,14,57,22,1,5,82.36,12,Medium,0,0.85,6046.9,1,1,0.812
CUST-1797,6,19,7,1,0,95.28,1,Low,1,0.21,2234.2,1,0,0.622
CUST-1798,9,37,15,1,5,182.6,14,High,1,0.57,1942.8,1,1,0.853
CUST-1799,1,3,1,1,1,138.62,1,Low,1,0.45,471.7,1,1,0.898
CUST-1800,16,67,28,0,2,108.16,12,Medium,1,0.59,7904.3,1,1,0.823
CUST-1801,6,9,4,0,2,226.43,2,Medium,1,0.35,935.0,0,0,0.906
CUST-1802,15,60,24,1,3,149.31,6,Medium,0,0.14,3580.7,1,1,0.681
CUST-1803,7,21,8,1,1,163.42,1,Medium,1,0.63,2352.3,0,0,0.95
CUST-1804,8,8,2,1,3,228.92,9,High,1,0.41,746.1,1,1,0.885
CUST-1805,2,7,3,1,0,132.16,1,Low,0,0.45,778.6,1,1,0.594
CUST-1806,2,4,1,1,1,313.5,4,Medium,0,0.07,504.7,1,1,0.703
CUST-1807,6,27,11,0,6,85.85,11,High,1,0.78,1460.5,1,1,0.927
CUST-1808,6,26,9,1,2,225.81,8,Medium,0,0.16,2502.0,0,0,0.636
CUST-1809,3,15,7,1,0,111.24,1,Low,0,0.26,1304.6,1,0,0.5
CUST-1810,3,9,4,0,1,209.95,4,Medium,0,0.43,1183.6,0,0,0.829
CUST-1811,8,20,8,1,4,101.66,1,Medium,0,0.47,1377.4,1,1,0.883
CUST-1812,7,9,2,1,4,69.65,7,Medium,0,0.57,576.3,1,1,0.818
CUST-1813,10,21,12,1,5,211.17,21,High,1,0.19,2392.3,1,1,0.54
CUST-1814,8,34,15,1,0,120.14,7,Low,1,0.85,1972.1,1,1,0.743
CUST-1815,7,16,7,0,1,71.0,2,Low,0,0.31,1629.9,1,1,0.765
CUST-1816,6,14,4,1,1,215.59,3,Medium,1,0.55,1066.2,0,0,0.927
CUST-1817,7,22,8,1,0,155.57,23,Low,0,0.28,2104.8,1,1,0.069
CUST-1818,6,7,1,1,5,119.95,2,High,0,0.72,721.7,1,1,0.948
CUST-1819,10,10,4,1,8,167.25,5,High,0,0.25,801.4,1,0,0.832
CUST-1820,6,6,1,0,2,131.72,4,Medium,1,0.32,768.0,1,1,0.877
CUST-1821,4,10,4,0,2,124.61,9,Medium,0,0.59,713.6,1,1,0.786
CUST-1822,11,45,17,0,2,199.97,13,Medium,0,0.66,3480.9,0,0,0.723
CUST-1823,9,34,11,1,4,156.36,3,High,0,0.52,2776.0,1,0,0.915
CUST-1824,3,4,1,1,2,98.7,7,Medium,1,0.37,417.9,1,1,0.846
CUST-1825,1,3,2,1,5,140.42,5,High,1,0.39,276.9,1,1,0.923
CUST-1826,4,17,4,1,2,198.66,2,Medium,0,0.59,935.6,1,1,0.895
CUST-1827,13,41,17,1,5,84.39,2,Medium,0,0.68,4916.9,1,1,0.911
CUST-1828,10,34,9,1,1,235.47,5,Medium,1,0.29,2652.5,1,1,0.856
CUST-1829,3,5,0,0,1,153.89,2,Medium,1,0.09,480.0,1,0,0.851
CUST-1830,9,10,2,1,0,148.59,10,Low,0,0.14,892.5,1,0,0.211
CUST-1831,9,37,15,1,4,151.95,1,High,1,0.61,2377.7,1,1,0.968
CUST-1832,8,17,5,1,1,280.0,1,Medium,1,0.41,952.1,1,1,0.924
CUST-1833,10,40,17,1,1,140.84,3,Low,0,0.28,2371.0,1,0,0.731
CUST-1834,4,8,3,1,0,120.67,1,Low,0,0.25,496.5,1,1,0.495
CUST-1835,14,57,13,1,5,408.93,4,High,0,0.74,3589.1,1,1,0.937
CUST-1836,1,5,2,1,1,132.87,4,Low,1,0.64,416.5,1,1,0.9
CUST-1837,7,24,6,1,4,211.12,8,High,0,0.45,2240.5,1,1,0.838
CUST-1838,3,12,6,0,0,185.94,19,Low,0,0.58,1184.7,1,0,0.179
CUST-1839,9,29,8,1,0,141.82,9,Low,1,0.49,1460.0,1,0,0.525
CUST-1840,8,26,8,1,1,341.85,2,Medium,1,0.31,3034.4,1,1,0.898
CUST-1841,3,6,3,1,2,179.27,17,Medium,0,0.49,741.1,1,0,0.535
CUST-1842,3,5,4,1,6,92.79,3,High,0,0.38,619.2,1,1,0.891
CUST-1843,10,20,6,0,0,50.82,4,Low,0,0.69,1481.8,0,0,0.622
CUST-1844,3,9,5,1,1,187.03,4,Medium,1,0.51,974.9,1,1,0.912
CUST-1845,2,6,1,1,2,124.56,2,Medium,1,0.53,404.8,1,1,0.932
CUST-1846,11,26,11,0,3,68.49,14,Medium,0,0.37,2897.4,1,1,0.565
CUST-1847,6,26,10,1,3,134.99,3,Medium,0,0.46,1632.5,1,1,0.853
CUST-1848,1,3,0,0,1,192.64,6,Medium,1,0.56,365.9,0,0,0.9
CUST-1849,3,12,3,1,0,130.57,2,Low,0,0.5,1031.8,0,0,0.589
CUST-1850,6,20,5,1,2,138.74,10,Medium,0,0.63,1890.1,0,0,0.779
CUST-1851,7,23,7,0,3,48.49,9,Low,0,0.55,2172.4,1,1,0.694
CUST-1852,5,20,5,1,1,187.2,3,Medium,1,0.44,1199.0,1,1,0.911
CUST-1853,7,14,6,1,3,61.24,7,Medium,0,0.39,1120.3,1,1,0.758
CUST-1854,5,19,12,1,0,107.68,8,Low,0,0.47,2275.5,1,0,0.397
CUST-1855,5,16,2,1,1,159.96,5,Medium,0,0.53,1935.2,1,1,0.84
CUST-1856,9,29,10,1,3,97.71,6,Medium,1,0.22,2686.0,1,0,0.821
CUST-1857,9,28,10,1,8,106.93,6,High,0,0.35,2617.5,1,1,0.843
CUST-1858,8,9,5,1,0,73.01,1,Low,0,0.12,584.8,1,1,0.43
CUST-1859,5,11,4,1,3,156.71,7,Medium,1,0.5,706.2,1,1,0.877
CUST-1860,12,26,9,0,0,162.33,4,Low,1,0.31,1714.8,1,0,0.584
CUST-1861,7,31,11,1,3,143.75,4,Medium,1,0.23,2567.1,0,0,0.856
CUST-1862,4,6,1,1,0,46.04,12,Low,0,0.36,658.4,0,0,0.246
CUST-1863,2,9,1,1,9,54.53,1,Medium,1,0.15,880.0,1,1,0.879
CUST-1864,14,43,14,0,6,211.05,2,High,0,0.16,2469.1,1,1,0.856
CUST-1865,3,14,2,0,2,118.77,1,Medium,0,0.28,1232.1,1,1,0.838
CUST-1866,12,37,13,0,0,368.33,1,Low,0,0.23,2239.6,0,0,0.485
CUST-1867,3,12,3,1,1,157.06,2,Medium,0,0.48,1304.0,0,0,0.872
CUST-1868,7,16,6,0,0,310.82,27,Low,0,0.1,982.3,1,0,0.031
CUST-1869,6,13,3,1,2,129.68,2,Medium,0,0.38,1224.3,1,0,0.848
CUST-1870,3,9,5,1,0,112.1,7,Low,1,0.12,980.3,1,0,0.401
CUST-1871,5,13,7,1,2,188.26,1,Medium,0,0.71,909.7,1,1,0.924
CUST-1872,9,22,6,0,0,229.84,6,Low,0,0.25,1294.9,1,1,0.35
CUST-1873,9,9,3,0,0,130.0,25,Low,0,0.31,872.8,0,0,0.058
CUST-1874,3,10,4,0,0,185.55,3,Low,1,0.64,648.8,1,1,0.754
CUST-1875,5,22,5,0,5,61.41,12,Medium,0,0.13,2119.2,1,0,0.505
CUST-1876,7,23,7,1,4,92.73,37,Medium,0,0.53,2399.7,0,0,0.102
CUST-1877,7,14,4,1,3,169.68,6,High,0,0.73,1020.0,1,1,0.92
CUST-1878,9,10,6,1,0,119.15,3,Low,1,0.36,992.6,1,1,0.636
CUST-1879,9,40,17,0,0,159.79,7,Low,0,0.2,4680.2,1,0,0.302
CUST-1880,8,34,12,1,6,170.91,12,High,0,0.17,2761.7,0,0,0.646
CUST-1881,10,33,12,0,8,184.24,2,High,0,0.51,4056.3,1,1,0.923
CUST-1882,6,26,13,1,0,209.04,4,Low,1,0.35,1599.0,0,0,0.603
CUST-1883,14,63,28,1,0,211.26,3,Low,0,0.05,6331.1,1,0,0.341
CUST-1884,4,18,10,1,0,83.42,2,Low,1,0.43,1862.5,1,0,0.694
CUST-1885,17,71,20,1,1,131.19,12,Low,0,0.43,8007.3,1,0,0.555
CUST-1886,3,3,0,0,1,129.32,4,Low,1,0.26,326.8,0,0,0.808
CUST-1887,6,20,8,1,3,137.39,3,Medium,0,0.57,1355.1,1,1,0.879
CUST-1888,13,29,10,1,4,124.29,6,Medium,1,0.03,1729.3,0,0,0.758
CUST-1889,13,55,12,1,3,141.43,2,Medium,0,0.52,6387.9,1,1,0.881
CUST-1890,10,13,2,1,3,105.38,2,Medium,0,0.61,1059.1,1,1,0.898
CUST-1891,8,27,12,1,2,203.06,5,Medium,0,0.67,3207.9,1,1,0.874
CUST-1892,3,7,4,1,2,171.03,4,Medium,0,0.57,562.1,1,1,0.865
CUST-1893,7,23,7,0,2,104.88,3,Medium,1,0.34,1420.5,1,1,0.893
CUST-1894,4,6,4,1,0,142.66,1,Low,0,0.42,439.8,0,0,0.579
CUST-1895,2,3,1,1,7,296.93,5,High,1,0.21,419.7,1,1,0.893
CUST-1896,5,6,3,1,4,85.63,11,Medium,0,0.27,700.9,1,0,0.603
CUST-1897,6,27,9,1,0,94.2,12,Low,1,0.31,2051.9,1,0,0.35
CUST-1898,6,10,2,1,4,207.15,2,High,0,0.48,1237.7,1,1,0.918
CUST-1899,3,7,2,1,2,268.36,6,High,0,0.07,532.6,1,1,0.754
CUST-1900,7,28,9,1,2,162.68,12,Medium,0,0.41,2819.4,1,0,0.641
CUST-1901,6,20,7,1,0,146.7,4,Low,1,0.36,2174.6,1,1,0.608
CUST-1902,8,17,4,1,0,78.19,17,Low,1,0.7,1242.9,1,0,0.392
CUST-1903,7,30,17,0,3,114.62,14,Medium,0,0.5,1484.2,0,0,0.627
CUST-1904,4,7,2,0,2,111.89,2,Medium,0,0.12,562.7,1,0,0.769
CUST-1905,2,8,2,1,1,115.14,2,Low,0,0.47,480.1,1,1,0.818
CUST-1906,11,11,4,1,1,99.39,2,Low,0,0.56,1335.9,1,0,0.843
CUST-1907,6,13,5,1,1,75.83,2,Low,0,0.43,1634.9,1,1,0.805
CUST-1908,4,9,3,1,2,189.1,15,Medium,0,0.34,971.3,1,0,0.52
CUST-1909,4,16,7,0,0,167.16,17,Low,0,0.49,1737.1,1,0,0.188
CUST-1910,5,14,5,0,0,75.95,1,Low,1,0.54,927.7,0,0,0.761
CUST-1911,13,40,15,1,3,143.5,6,Medium,1,0.89,2135.8,1,1,0.946
CUST-1912,3,14,6,1,1,122.06,5,Low,0,0.7,1595.7,1,1,0.832
CUST-1913,3,9,1,1,2,282.71,3,High,1,0.52,843.5,1,1,0.952
CUST-1914,3,7,3,1,3,239.39,6,High,0,0.4,826.8,1,1,0.856
CUST-1915,8,24,11,0,4,281.94,18,High,1,0.13,2605.7,0,0,0.599
CUST-1916,2,7,0,0,2,113.84,2,Medium,0,0.46,656.8,0,0,0.868
CUST-1917,3,8,2,1,2,57.5,1,Low,1,0.31,551.4,1,1,0.87
CUST-1918,1,4,3,1,0,82.15,1,Low,0,0.63,585.0,1,1,0.677
CUST-1919,4,9,3,1,3,114.82,3,Medium,0,0.22,845.4,1,1,0.782
CUST-1920,6,8,3,1,0,126.12,3,Low,1,0.47,943.4,1,1,0.686
CUST-1921,9,13,8,1,1,284.79,4,Medium,0,0.7,1077.5,1,1,0.893
CUST-1922,8,30,8,1,2,202.53,5,Medium,0,0.47,1878.9,1,1,0.823
CUST-1923,1,2,0,0,2,167.28,9,Medium,0,0.58,170.5,1,1,0.782
CUST-1924,5,16,8,0,2,240.98,3,Medium,1,0.57,1791.6,1,1,0.93
CUST-1925,11,34,15,1,3,180.05,3,High,0,0.84,3087.0,1,1,0.953
CUST-1926,8,26,9,0,9,197.2,11,High,0,0.35,2123.8,0,0,0.746
